text,emotion,texto_limpio,label_codificada
"Quería, aún quiero culparte no solo por cómo me trataste, también por la forma que me dejaste ir, rápido y sin dudarlo, no justifico tu actuar, pero reconozco que muchos días yo solita me rompí el corazón, queriendo ser esa persona para ti y que tú fueras para mí",Responsable,quería aún quiero culparte no solo por cómo me trataste también por la forma que me dejaste ir rápido y sin dudarlo no justifico tu actuar pero reconozco que muchos días yo solita me rompí el corazón queriendo ser esa persona para ti y que tú fueras para mí,15
"Hoy he tenido una descompensación con mareos, nauceas, palpitaciones y adormecimiento. Desplome súbito, por suerte tengo una hermana preparada para actuar rapido y me llevaron a que me asistieran. Salí con azucar alta, baja de presión repentina, ahora debo esperar examenes.  ->",Responsable,hoy he tenido una descompensación con mareos nauceas palpitaciones y adormecimiento desplome súbito por suerte tengo una hermana preparada para actuar rapido y me llevaron a que me asistieran salí con azucar alta baja de presión repentina ahora debo esperar examenes,15
"Los malos evolucionaron demasiado. Hallaron formas de actuar demasiado rápido con mucha efectividad. Con candados, protecciones, blindajes, estando 2 pasos delante de los buenos. No basta la democracia y el diálogo para equilibrar esto. A esto se debe el colapso actual.",Responsable,los malos evolucionaron demasiado hallaron formas de actuar demasiado rápido con mucha efectividad con candados protecciones blindajes estando 2 pasos delante de los buenos no basta la democracia y el diálogo para equilibrar esto a esto se debe el colapso actual,15
Ninguna autoridad reconoce que hay trata de blancas en la zona sur de tamaulipas Salen en contenedores del puerto de madero rumbo al oriente TIPO PELICULA  Lo hemos denunciado decenas de veces y nadie resuelva NI @fgcabezadevaca ni @Dr_AVillarreal,Responsable,ninguna autoridad reconoce que hay trata de blancas en la zona sur de tamaulipas salen en contenedores del puerto de madero rumbo al oriente tipo pelicula  lo hemos denunciado decenas de veces y nadie resuelva ni  ni,15
Quien vergas quiere entrar a mi twitter que me manda la alerta,Responsable,quien vergas quiere entrar a mi twitter que me manda la alerta,15
Ahorita hay desaparecidas 2 jovenes #Mante #Tamaulipas y una en #Madero  les recomiendo poner la denuncia antes las autoridades correspondiente Para que queden antecedentes Probablemente un policia se ofrezca a negociar la liberacion Es el MODUS OPERANDI de POLICIA y DELINCUENTE,Responsable,ahorita hay desaparecidas 2 jovenes   y una en   les recomiendo poner la denuncia antes las autoridades correspondiente para que queden antecedentes probablemente un policia se ofrezca a negociar la liberacion es el modus operandi de policia y delincuente,15
Alerta en aeropuerto de Mar del Plata habria un siniestro con avion Boeing 737.,Responsable,alerta en aeropuerto de mar del plata habria un siniestro con avion boeing 737,15
"Alerta urgente. El viento ha causado caidas de arboles, postes de electricidad. Importantes destrozos en Huinca Renanco y zona.",Responsable,alerta urgente el viento ha causado caidas de arboles postes de electricidad importantes destrozos en huinca renanco y zona,15
Delincuencia en Mexico llegò para quedarse Como simpre hemos dicho -Los valores morales y el temor a dios (q era lo que frenaba a muchisma gente SE HAN PERDIDO Se gana mas X pasar 1 indocumentados 10milUSD (No ha subido en 10 años) que vender droga ADEMAS SI EXTORSIONA a FAM es +,Responsable,delincuencia en mexico llegò para quedarse como simpre hemos dicho los valores morales y el temor a dios q era lo que frenaba a muchisma gente se han perdido se gana mas x pasar 1 indocumentados 10milusd no ha subido en 10 años que vender droga ademas si extorsiona a fam es,15
"Hasta cuándo verga vamos a vivir bajo alerta de tormentas, estoy arta",Responsable,hasta cuándo verga vamos a vivir bajo alerta de tormentas estoy arta,15
ALERTA DE NUEVO MV DE MINHO,Responsable,alerta de nuevo mv de minho,15
"⚠ habemus  alertas que incluyen a Villa María y zona (dptos. Gral San Martín, Unión y Marcos Juárez).  Información oficial:  Alerta por tormenta - nivel Amarillo.  Vigencia: sábado entre las 0hs y las 6hs, y entre las 18 y la medianoche. También domingo entre las 12 y las 18hs",Responsable,habemus  alertas que incluyen a villa maría y zona dptos gral san martín unión y marcos juárez  información oficial  alerta por tormenta  nivel amarillo  vigencia sábado entre las 0hs y las 6hs y entre las 18 y la medianoche también domingo entre las 12 y las 18hs,15
🇯🇵 | URGENTE: El número de muertos por el terremoto de Japón llega a 100 y más de 200 personas siguen desaparecidas.,Responsable,urgente el número de muertos por el terremoto de japón llega a 100 y más de 200 personas siguen desaparecidas,15
"Wjiwjw hoy cuando fui a la librería para comprarme el libro le dije a lla señora que quería ""la novela gráfica de los ojos de plata"" xq estaba medio nervioso y pensé que no me iba a entender pero si lo agarro bien rápido y era muy tierna 😭😭 la quiero señora",Responsable,wjiwjw hoy cuando fui a la librería para comprarme el libro le dije a lla señora que quería la novela gráfica de los ojos de plata xq estaba medio nervioso y pensé que no me iba a entender pero si lo agarro bien rápido y era muy tierna  la quiero señora,15
"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.  Para mejorar tu estado de ánimo, haz ejercicio.",Responsable,para entender el mundo lee  para entenderte a ti mismo escribe  para aprender más rápido diviértete  para pensar con más claridad medita  para ayudar a la gente ayúdate a ti mismo  para mejorar tu estado de ánimo haz ejercicio,15
"• Para entender el mundo, lee.  • Para entenderte a ti mismo, escribe. • Para aprender más rápido, diviértete.  • Para pensar con más claridad, medita. • Para ayudar a la gente, ayúdate a ti mismo.  • Para mejorar tu estado de ánimo, haz ejercicio.  #TodosSomosUno",Responsable,para entender el mundo lee   para entenderte a ti mismo escribe  para aprender más rápido diviértete   para pensar con más claridad medita  para ayudar a la gente ayúdate a ti mismo   para mejorar tu estado de ánimo haz ejercicio,15
"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.",Responsable,para entender el mundo lee  para entenderte a ti mismo escribe  para aprender más rápido diviértete  para pensar con más claridad medita  para ayudar a la gente ayúdate a ti mismo,15
"✅Para entender el mundo, lee.  ✅Para entenderte a ti mismo, escribe.  ✅Para aprender más rápido, diviértete.  ✅Para pensar con más claridad, medita.  ✅Para ayudar a la gente, ayúdate a ti mismo.  ✅Para mejorar tu estado de ánimo, haz ejercicio.",Responsable,para entender el mundo lee  para entenderte a ti mismo escribe  para aprender más rápido diviértete  para pensar con más claridad medita  para ayudar a la gente ayúdate a ti mismo  para mejorar tu estado de ánimo haz ejercicio,15
"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.  Para mejorar tu estado de ánimo, haz ejercicio.",Responsable,para entender el mundo lee  para entenderte a ti mismo escribe  para aprender más rápido diviértete  para pensar con más claridad medita  para ayudar a la gente ayúdate a ti mismo  para mejorar tu estado de ánimo haz ejercicio,15
"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.  Para mejorar tu estado de ánimo, haz ejercicio.",Responsable,para entender el mundo lee  para entenderte a ti mismo escribe  para aprender más rápido diviértete  para pensar con más claridad medita  para ayudar a la gente ayúdate a ti mismo  para mejorar tu estado de ánimo haz ejercicio,15
"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.  Para mejorar tu estado de ánimo, haz ejercicio.",Responsable,para entender el mundo lee  para entenderte a ti mismo escribe  para aprender más rápido diviértete  para pensar con más claridad medita  para ayudar a la gente ayúdate a ti mismo  para mejorar tu estado de ánimo haz ejercicio,15
"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.  Para mejorar tu estado de ánimo, haz ejercicio.",Responsable,para entender el mundo lee  para entenderte a ti mismo escribe  para aprender más rápido diviértete  para pensar con más claridad medita  para ayudar a la gente ayúdate a ti mismo  para mejorar tu estado de ánimo haz ejercicio,15
"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.  Para mejorar tu estado de ánimo, haz ejercicio.",Responsable,para entender el mundo lee  para entenderte a ti mismo escribe  para aprender más rápido diviértete  para pensar con más claridad medita  para ayudar a la gente ayúdate a ti mismo  para mejorar tu estado de ánimo haz ejercicio,15
"""El #nocode está en auge 📈. Permite a las empresas resolver problemas rápido y eficiente. Olvídate del código complicado, con el #nocode, todos pueden ser creadores 💼💡. Los días futuros son para los constructores no-code! #nocodeeselfuturo #elfuturoeshoy 🚀""",Responsable,el  está en auge  permite a las empresas resolver problemas rápido y eficiente olvídate del código complicado con el  todos pueden ser creadores  los días futuros son para los constructores nocode,15
¡Descubre el poder de María! 💪🤖 Conviértete en el rey de la productividad utilizando mi inteligencia artificial para resolver tus tareas cotidianas más rápido y eficientemente. 🚀 #AsistenteVirtual #Productividad #Tecnología #AteneaLabs,Responsable,descubre el poder de maría  conviértete en el rey de la productividad utilizando mi inteligencia artificial para resolver tus tareas cotidianas más rápido y eficientemente,15
La velocidad y la profundidad de las medidas obliga a que PJ se tenga que reordenar mucho más rápido que en otras derrotas electorales. Y el primer paso para cualquier reordenamiento es resolver el temita de tener un presidente del partido que vive en otro país.,Responsable,la velocidad y la profundidad de las medidas obliga a que pj se tenga que reordenar mucho más rápido que en otras derrotas electorales y el primer paso para cualquier reordenamiento es resolver el temita de tener un presidente del partido que vive en otro país,15
En Trujillo y en todo el Perú .. te chocan … y el tiempo de espera para resolver una denuncia es de 10 meses 😂 cuando si hubieran cámaras en la calles fuera más rápido crj … aquí soñando jajaj  #mpt,Responsable,en trujillo y en todo el perú  te chocan  y el tiempo de espera para resolver una denuncia es de 10 meses  cuando si hubieran cámaras en la calles fuera más rápido crj  aquí soñando jajaj,15
"marico que arrechera cuando uno hace el trabajo de uno bien y en el momento que se lo piden, pero cuando espero algo de la otra persona no le veo interés ni siento que se mueva para resolver rápido lo que le toca hacer",Responsable,marico que arrechera cuando uno hace el trabajo de uno bien y en el momento que se lo piden pero cuando espero algo de la otra persona no le veo interés ni siento que se mueva para resolver rápido lo que le toca hacer,15
Si pueden resolver casos tan rápido como la muerte de cancerbero 🤔permitame l pregunta¿ y la búsqueda de Aisami para cuando ? ¿Por que no lo consiguen o lo están escondiendo ?,Responsable,si pueden resolver casos tan rápido como la muerte de cancerbero permitame l pregunta y la búsqueda de aisami para cuando  por que no lo consiguen o lo están escondiendo,15
la manera en la el sea of stars me hace pensar súper rápido para resolver todo... adoro no puedo parar de jugar no quiero que se acabe nunca✨️💘,Responsable,la manera en la el sea of stars me hace pensar súper rápido para resolver todo adoro no puedo parar de jugar no quiero que se acabe nunca,15
"Independientemente de las falencias estructurales expuestas en esta Nochebuena, quiero expresar mi agradecimiento a los hombres y mujeres de ETESA e IDAAN que TRABAJARON hoy para atender, coordinar, y resolver tan rápido. Muchas gracias compatriotas por su servicio.",Responsable,independientemente de las falencias estructurales expuestas en esta nochebuena quiero expresar mi agradecimiento a los hombres y mujeres de etesa e idaan que trabajaron hoy para atender coordinar y resolver tan rápido muchas gracias compatriotas por su servicio,15
Deje para última hora un regalo que tenía en mente y hoy le vi el precio y es carísimo que se sale de mi presupuesto y ahora tengo que resolver otra cosa rápido o comprar eso que voy a hacer,Responsable,deje para última hora un regalo que tenía en mente y hoy le vi el precio y es carísimo que se sale de mi presupuesto y ahora tengo que resolver otra cosa rápido o comprar eso que voy a hacer,15
"Que rápido limpian las denuncias de las paredes, ojalá esa misma preocupación y eficiencia fuera dispuesta para resolver los casos de V.B.G",Responsable,que rápido limpian las denuncias de las paredes ojalá esa misma preocupación y eficiencia fuera dispuesta para resolver los casos de vbg,15
"con un vasito en la mano y el cuerpo siento cansado, fumando voy relajado",Relajado,con un vasito en la mano y el cuerpo siento cansado fumando voy relajado,14
Estoy tan relajado con las gomitas de CBD qué apenas sentí el temblorcirto..  Hoy ha sido un corre corre para mañana Día de Reyes..,Relajado,estoy tan relajado con las gomitas de cbd qué apenas sentí el temblorcirto  hoy ha sido un corre corre para mañana día de reyes,14
Relajado que yo no las quiero para ping,Relajado,relajado que yo no las quiero para ping,14
Hace 6 años no sabía que era estar los primeros 10 días de enero en la perla tan relajado y descansando en la house. Demasiado agradecido por todo.  🛠️⚙️,Relajado,hace 6 años no sabía que era estar los primeros 10 días de enero en la perla tan relajado y descansando en la house demasiado agradecido por todo,14
Ya fume una séquita del faisán y ahora a mimir relajado 😪,Relajado,ya fume una séquita del faisán y ahora a mimir relajado,14
GANAMOS ESA MIEEEEEEERDA!!! 🔥🦁⚾🦁🔥 QUE JUEGAZO  @leones_cbbc no va a dejar que uno vea un juego relajado!!!   Vamo' Arriba!!! 🔥🦁⚾🦁🔥,Relajado,ganamos esa mieeeeeeerda  que juegazo   no va a dejar que uno vea un juego relajado   vamo arriba,14
Saltando de apoco ala pile sin agua xd sin miedo relajado,Relajado,saltando de apoco ala pile sin agua xd sin miedo relajado,14
"Estoy en Ocumare de la costa,leyendo algo, relajado. Será Vino, Ron o una cerveza ?",Relajado,estoy en ocumare de la costaleyendo algo relajado será vino ron o una cerveza,14
"Jueputa no se de que estoy cansada o q si literalmente mi trabajo es lo más relajado del mundo, solo se q todo el tiempo quiero dormir",Relajado,jueputa no se de que estoy cansada o q si literalmente mi trabajo es lo más relajado del mundo solo se q todo el tiempo quiero dormir,14
Jajajaja ombe si yo estaba era relajado ahí,Relajado,jajajaja ombe si yo estaba era relajado ahí,14
"Amo el olor a Hierba Luisa, me ha calmado bastante 🥹",Relajado,amo el olor a hierba luisa me ha calmado bastante,14
"De las cosas que me han llenado y calmado, es haber hablado con David. No recuerdo cuánto tiempo tenía de no hablar con alguien así ❤️",Relajado,de las cosas que me han llenado y calmado es haber hablado con david no recuerdo cuánto tiempo tenía de no hablar con alguien así,14
"holaa, finally twitter está más calmado",Relajado,holaa finally twitter está más calmado,14
Eh calmado Ogt como que Powerlifter si tú PR en sentadilla libre es lo que cargo en pecho🤣🫵🏽,Relajado,eh calmado ogt como que powerlifter si tú pr en sentadilla libre es lo que cargo en pecho,14
"Adoro al dúo lima-limón, son un mar de risas y Q se ve tan comfy con R. Charlan, pelean (de chill) y sobretodo Q se oye más sincero y calmado cuando charla con él.  Los quiero mucho, que feliz me hizo este stream ❤️‍🩹",Relajado,adoro al dúo limalimón son un mar de risas y q se ve tan comfy con r charlan pelean de chill y sobretodo q se oye más sincero y calmado cuando charla con él  los quiero mucho que feliz me hizo este stream,14
"¿podía llegar a ser tan delicado? por qué tomaría entonces el camino completamente distinto y destrozar cualquier suavidad.  —ajá, calmado como ahora supongo.  en su tono reflejaba duda, sarcasmo que contrastaba sus palabras con su mensaje.  —¿qué podría hacer yo en un lugar ›",Relajado,podía llegar a ser tan delicado por qué tomaría entonces el camino completamente distinto y destrozar cualquier suavidad  ajá calmado como ahora supongo  en su tono reflejaba duda sarcasmo que contrastaba sus palabras con su mensaje  qué podría hacer yo en un lugar,14
"comprende, Akira es como un perro que necesita espacio para correr o se comienza a angustiar. apuntado para próximos exámenes.  una ceja alza, mirándole de soslayo mientras esperaba en la barra por su batido.  —¿ya te has calmado?  no esperaba verle tomando té. ni nada en ›",Relajado,comprende akira es como un perro que necesita espacio para correr o se comienza a angustiar apuntado para próximos exámenes  una ceja alza mirándole de soslayo mientras esperaba en la barra por su batido  ya te has calmado  no esperaba verle tomando té ni nada en,14
"Tengo semanas con una alergia, se me habia calmado todo, decido volver a usar mi bubba y vuelve la alergia... Que me esta ocasionando la alergia?  El bubba🙃🙃🙃",Relajado,tengo semanas con una alergia se me habia calmado todo decido volver a usar mi bubba y vuelve la alergia que me esta ocasionando la alergia  el bubba,14
Intentar no quedarse dormida en el tren cuando te levantas a las 7am después de haberte acostado a las 2am casi es un reto...🥲🥲 Espero que hoy ya se haya calmado un poco la cosa y no venga tanta gente.,Relajado,intentar no quedarse dormida en el tren cuando te levantas a las 7am después de haberte acostado a las 2am casi es un reto espero que hoy ya se haya calmado un poco la cosa y no venga tanta gente,14
"""¿Ahora es cuando te rompo la columna para que te la chupes tú mismo?""  Alzó sus cejas con una sonrisa. Lo dijo en un tono tan calmado, como de costumbre, que apenas sonaba a amenaza sino más bien una burla. No tenía miedo de pedir perdón. Pero no pensaba que debía hacerlo.",Relajado,ahora es cuando te rompo la columna para que te la chupes tú mismo  alzó sus cejas con una sonrisa lo dijo en un tono tan calmado como de costumbre que apenas sonaba a amenaza sino más bien una burla no tenía miedo de pedir perdón pero no pensaba que debía hacerlo,14
Estoy parolo o como se dice cuando llevas buen rato de pié. 🤣,Relajado,estoy parolo o como se dice cuando llevas buen rato de pié,14
Mk ahora si me mareo con una copa y el sereno jajaja amo haber dejado de tomar 😂,Relajado,mk ahora si me mareo con una copa y el sereno jajaja amo haber dejado de tomar,14
"Es tan irónica la vida, mi trabajo radica en subir fotos y videos y hacer interesante y relevante la vida de otras personas, mientras guardo un completo silencio sobre la mía.",Relajado,es tan irónica la vida mi trabajo radica en subir fotos y videos y hacer interesante y relevante la vida de otras personas mientras guardo un completo silencio sobre la mía,14
Agarrece oyó papito,Relajado,agarrece oyó papito,14
"Buena conferencia de nuestro DT, muy centrado, sereno y serio.  Me quiero ilusionar.",Relajado,buena conferencia de nuestro dt muy centrado sereno y serio  me quiero ilusionar,14
Hoy nuevamente tengo que agradecerle a Dios por iluminarme y mantenerme sereno. Nunca me deja solo ❤️🙏🏻,Relajado,hoy nuevamente tengo que agradecerle a dios por iluminarme y mantenerme sereno nunca me deja solo,14
q viernes tan sereno (aburrido,Relajado,q viernes tan sereno aburrido,14
lrt Tengo impresiones/opiniones muy similares respecto a la época Chibnall/Whittaker de Doctor Who.,Relajado,lrt tengo impresionesopiniones muy similares respecto a la época chibnallwhittaker de doctor who,14
"Con los camellos, el sereno y …. @PitiHurtado @LaloAlzueta",Relajado,con los camellos el sereno y,14
Sereno ent,Relajado,sereno ent,14
"La noche estaba apacible y fresca, pero ya asomò la lluvia 🌧🌧, ayer lloviò y cayò 28 ml. de agua lluvia. Como dicen los españoles joder joder 🤣🤣",Relajado,la noche estaba apacible y fresca pero ya asomò la lluvia  ayer lloviò y cayò 28 ml de agua lluvia como dicen los españoles joder joder,14
"Ah, ojalá poder guardar el día de hoy en un lugar de mi cabeza que pueda verlo siempre y volver a sentirme igual de apacible y feliz.",Relajado,ah ojalá poder guardar el día de hoy en un lugar de mi cabeza que pueda verlo siempre y volver a sentirme igual de apacible y feliz,14
"Por primera vez, indagaciones rondan dentro de la psique del azabache. Una imperiosa sensación lo instiga a desplazarse el dorso de la extremidad contra las hileras rebeldes de su prolongada cabellera, cual crío inquieto. En medio del apacible monólogo del cobrizo, la ».",Relajado,por primera vez indagaciones rondan dentro de la psique del azabache una imperiosa sensación lo instiga a desplazarse el dorso de la extremidad contra las hileras rebeldes de su prolongada cabellera cual crío inquieto en medio del apacible monólogo del cobrizo la,14
"Es una día fantastico hoy, todo fluye constante y apacible.",Relajado,es una día fantastico hoy todo fluye constante y apacible,14
"Sois prontos en cometer iniquidad, pero lentos en recordar al Señor vuestro Dios. Habéis visto a un ángel; y él os habló; sí, habéis oído su voz de cuando en cuando; y os ha hablado con una voz apacible y delicada, pero habíais dejado de sentir,  1 Nefi 17:45",Relajado,sois prontos en cometer iniquidad pero lentos en recordar al señor vuestro dios habéis visto a un ángel y él os habló sí habéis oído su voz de cuando en cuando y os ha hablado con una voz apacible y delicada pero habíais dejado de sentir  1 nefi 1745,14
"""De manera apacible, se puede sacudir el mundo"" MG",Relajado,de manera apacible se puede sacudir el mundo mg,14
"Es impresionante el odio q me generan los caniches; ladran PORQUE SÍ, en cualquier situación, incluso donde reina una calma apacible. Son ratas sin rostro que no sirven para nada. No son perros, son un adefesio genético creado exclusivamente para satisfacer viejas de departamento",Relajado,es impresionante el odio q me generan los caniches ladran porque sí en cualquier situación incluso donde reina una calma apacible son ratas sin rostro que no sirven para nada no son perros son un adefesio genético creado exclusivamente para satisfacer viejas de departamento,14
"""La soledad es peligrosa. Es muy adictiva. Se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es. Es como si ya no quisieras tratar con las personas porque te agotan la energía.""   -Jim Carrey",Relajado,la soledad es peligrosa es muy adictiva se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es es como si ya no quisieras tratar con las personas porque te agotan la energía   jim carrey,14
"""La soledad es peligrosa. Es muy adictiva. Se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es. Es como si ya no quisieras tratar con las personas porque te agotan la energía."" -Jim Carrey",Relajado,la soledad es peligrosa es muy adictiva se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es es como si ya no quisieras tratar con las personas porque te agotan la energía jim carrey,14
"La soledad es peligrosa. Es muy adictiva. Se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es. Es como si ya no quisieras tratar con las personas porque te agotan la energía.""  -Jim Carrey",Relajado,la soledad es peligrosa es muy adictiva se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es es como si ya no quisieras tratar con las personas porque te agotan la energía  jim carrey,14
Ya se viene la carrera respectiva al malo de Alaniz y teniendo a Vizcaya en descansado… no se puede ser más hijo de puta,Relajado,ya se viene la carrera respectiva al malo de alaniz y teniendo a vizcaya en descansado no se puede ser más hijo de puta,14
¿Que tal tigreros? Descansado hoy? Relajados? 🐯🔥❤️,Relajado,que tal tigreros descansado hoy relajados,14
"Necesito ayuda, el día solo he descansado desde las 8 hasta las 12 de la mañana y hasta ahora no he dormido, he intentado dormir pero no puedo y tengo ansiedad,nerviosismo, barriga suelta, mareos... En la mierda, ¿Hay algo que me puedan recomendar?",Relajado,necesito ayuda el día solo he descansado desde las 8 hasta las 12 de la mañana y hasta ahora no he dormido he intentado dormir pero no puedo y tengo ansiedadnerviosismo barriga suelta mareos en la mierda hay algo que me puedan recomendar,14
Estoy tan descansado que necesito algo que hacer,Relajado,estoy tan descansado que necesito algo que hacer,14
no he descansado nads en esta semana,Relajado,no he descansado nads en esta semana,14
"Entrenar, descansar así siempre, descansado y mente en pausa y tranquila, sentir paz para uno y sentirse bien todos los días, es el fruto de trabajo trabajo y más trabajo ❤️‍🔥",Relajado,entrenar descansar así siempre descansado y mente en pausa y tranquila sentir paz para uno y sentirse bien todos los días es el fruto de trabajo trabajo y más trabajo,14
📲: Keswick [ @outofthebooks_] 🗨️: Espero que hayas descansado mucho :),Relajado,keswick    espero que hayas descansado mucho,14
Aoh... Les debo dar definitivamente un detallito cuando haya descansado lo suficiente la vista. ♡,Relajado,aoh les debo dar definitivamente un detallito cuando haya descansado lo suficiente la vista,14
"Menos mal que mañana es sábado, no he descansado nada desde el 8 de dic 😭😭",Relajado,menos mal que mañana es sábado no he descansado nada desde el 8 de dic,14
"- Bueno y ¿cómo vas con ese descanso, si te has quedado quieto y descansado? Yo: Obvio, no he hecho nada. *madruga porque sí* *se inscribe a otro curso* *nuevo idioma en duolingo* *organiza por tercera vez la hoja de vida* *descarga otro libro*",Relajado,bueno y cómo vas con ese descanso si te has quedado quieto y descansado yo obvio no he hecho nada madruga porque sí se inscribe a otro curso nuevo idioma en duolingo organiza por tercera vez la hoja de vida descarga otro libro,14
"El éxito en #Twitter no es el análisis sesudo y sosegado, ni siquiera la verdad. El éxito es la polémica estúpida y visceral, incluso mejor si es mentira.",Relajado,el éxito en  no es el análisis sesudo y sosegado ni siquiera la verdad el éxito es la polémica estúpida y visceral incluso mejor si es mentira,14
"Es increible como la misma semana que me cambio la foto de perfil, poniendome un primer plano de mi cara, se me hace viral un tweet  Ahora to mi careto pocho rulando por las TLs de la gente hahahaha",Relajado,es increible como la misma semana que me cambio la foto de perfil poniendome un primer plano de mi cara se me hace viral un tweet  ahora to mi careto pocho rulando por las tls de la gente hahahaha,14
soy un chico tranquilito sosegado calmado además puro casto y recatado,Relajado,soy un chico tranquilito sosegado calmado además puro casto y recatado,14
Vosotros creéis que Carrero dio alguna volterETA cuando lo del coche?,Relajado,vosotros creéis que carrero dio alguna voltereta cuando lo del coche,14
"paul, tranquilo y sosegado, eso quiere decir que se ve bien con la canción 👏  #OTDirecto4E",Relajado,paul tranquilo y sosegado eso quiere decir que se ve bien con la canción,14
"Estás así tranquilito sosegado y pum, de repente horny",Relajado,estás así tranquilito sosegado y pum de repente horny,14
"«Porque conversando de las costumbres de uno, no decimos que es sabio ni que es discreto, sino que es benigno y sosegado en su vivir.»  - Ética a Nicómaco (Aristóteles)",Relajado,porque conversando de las costumbres de uno no decimos que es sabio ni que es discreto sino que es benigno y sosegado en su vivir   ética a nicómaco aristóteles,14
"Una vez fueron a mi casa unos Guardias Civiles a decirle a mi madre de ir de testigo a un juicio.  Y lo primero que soltó mi madre tras eso fue:  ""Mi hijo no ha hecho nada, eh""  ????????????????????????????????????????????????????????????????????",Relajado,una vez fueron a mi casa unos guardias civiles a decirle a mi madre de ir de testigo a un juicio  y lo primero que soltó mi madre tras eso fue  mi hijo no ha hecho nada eh,14
"He escuchado a Santiago Sánchez recién llegado de su encarcelamiento en Irán. Sosegado, empático y agradecido. Y a su madre muy emocionada. La dura aventura vivida por Santiago no le aparta de su intención de seguir viajando por causas solidarias. Bienvenido.",Relajado,he escuchado a santiago sánchez recién llegado de su encarcelamiento en irán sosegado empático y agradecido y a su madre muy emocionada la dura aventura vivida por santiago no le aparta de su intención de seguir viajando por causas solidarias bienvenido,14
/Un lindo y sosegado pajarito se posaría en la ventana de una gigantesca casa.   Sp; /observa al pajarito y se acercaría con cuidado para no asustarlo.   — Que linda ave... Espero y me visite más a menudo...  Night; Que bonito /c lo come.  Sp; 🧑‍🦲  #CoMPaS,Relajado,un lindo y sosegado pajarito se posaría en la ventana de una gigantesca casa   sp observa al pajarito y se acercaría con cuidado para no asustarlo    que linda ave espero y me visite más a menudo  night que bonito c lo come  sp,14
"La unidad, para ser real, debe de soportar la mayor de las tensiones sin romperse. #UnidosTodosX #DeZurdaTeam",Relajado,la unidad para ser real debe de soportar la mayor de las tensiones sin romperse,14
"El día de hoy Corea del Norte disparo proyectiles de artillería desde su costa occidental, hacia la isla Yeonpyeong del Sur. El gobierno de Corea del Sur afirmo no tener ningún daño. Sin embargo, estas acciones aumentan aún más las tensiones de la región.",Relajado,el día de hoy corea del norte disparo proyectiles de artillería desde su costa occidental hacia la isla yeonpyeong del sur el gobierno de corea del sur afirmo no tener ningún daño sin embargo estas acciones aumentan aún más las tensiones de la región,14
El Estado Islámico lleva años sin cometer atentados a gran escala (como mucho algún lobo solitario) y de repente aparecen en Irán (país enemigo de Israel) en plena escalada de tensiones en Oriente Medio y asesinan a 100 personas y se supone que hay que creérselo.,Relajado,el estado islámico lleva años sin cometer atentados a gran escala como mucho algún lobo solitario y de repente aparecen en irán país enemigo de israel en plena escalada de tensiones en oriente medio y asesinan a 100 personas y se supone que hay que creérselo,14
"🇵🇭🇨🇳🇺🇸 Dadas las tensiones actuales entre China y Filipinas por la disputa del Mar de China Meridional , muchos pueden pensar que los lazos económicos de los dos países también han sido víctimas de la batalla insular. Sin embargo, esto está lejos de ser",Relajado,dadas las tensiones actuales entre china y filipinas por la disputa del mar de china meridional  muchos pueden pensar que los lazos económicos de los dos países también han sido víctimas de la batalla insular sin embargo esto está lejos de ser,14
"“Se sentaron y comieron en silencio. Pero fue un silencio sin reproches ni tensiones, un silencio reposado y benigno”  - Laura Restrepo",Relajado,se sentaron y comieron en silencio pero fue un silencio sin reproches ni tensiones un silencio reposado y benigno   laura restrepo,14
